Publisher,ISSN,title,mode,APC,year
Wiley,20534515,Traditional & Kampo Medicine,Hybrid,2730,2023
Wiley,16000854,Traffic,Hybrid,4220,2023
Wiley,14679671,Transactions in GIS,Hybrid,3450,2023
Wiley,15488659,Transactions of the American Fisheries Society,Hybrid,3760,2023
Wiley,14755661,Transactions of the Institute of British Geographers,Hybrid,4070,2023
Wiley,1467968X,Transactions of the Philological Society,Hybrid,2630,2023
Wiley,21613915,Transactions on Emerging Telecommunications Technologies,Hybrid,3660,2023
Wiley,15487466,Transforming Anthropology,Hybrid,3090,2023
Wiley,15372995,Transfusion,Hybrid,3900,2023
Wiley,13653148,Transfusion Medicine,Hybrid,3350,2023
Wiley,13993062,Transplant Infectious Disease,Hybrid,3550,2023
Wiley,13653156,Tropical Medicine & International Health,Hybrid,3240,2023
Wiley,14690705,Ultrasound in Obstetrics & Gynecology,Hybrid,4480,2023
Wiley,15222454,Vakuum in Forschung und Praxis,Hybrid,3140,2023
Wiley,14765829,Veterinary and Comparative Oncology,Hybrid,4330,2023
Wiley,1939165X,Veterinary Clinical Pathology,Hybrid,3240,2023
Wiley,13653164,Veterinary Dermatology,Hybrid,3400,2023
Wiley,14635224,Veterinary Ophthalmology,Hybrid,3500,2023
Wiley,17408261,Veterinary Radiology & Ultrasound,Hybrid,4000,2023
Wiley,20427670,Veterinary Record,Hybrid,3610,2023
Wiley,20526121,Veterinary Record Case Reports,Hybrid,1340,2023
Wiley,1532950X,Veterinary Surgery,Hybrid,3000,2023
Wiley,25728288,Vietnam Journal of Chemistry,Hybrid,3140,2023
Wiley,15487458,Visual Anthropology Review,Hybrid,3090,2023
Wiley,14230410,Vox Sanguinis,Hybrid,3760,2023
Wiley,17476593,Water and Environment Journal,Hybrid,3810,2023
Wiley,15547531,Water Environment Research,Hybrid,2940,2023
Wiley,19447973,Water Resources Research,Hybrid,2850,2023
Wiley,14778696,Weather,Hybrid,1700,2023
Wiley,14456664,Weed Biology and Management,Hybrid,3040,2023
Wiley,13653180,Weed Research,Hybrid,3660,2023
Wiley,19385455,Wildlife Monographs,Hybrid,3400,2023
Wiley,19395086,Wiley Interdisciplinary Reviews - Cognitive Science,Hybrid,3760,2023
Wiley,19390041,Wiley Interdisciplinary Reviews - Nanomedicine and Nanobiotechnology,Hybrid,4430,2023
Wiley,17590884,Wiley Interdisciplinary Reviews: Computational Molecular Science,Hybrid,4740,2023
Wiley,19390068,Wiley Interdisciplinary Reviews: Computational Statistics,Hybrid,3140,2023
Wiley,19424795,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,Hybrid,4070,2023
Wiley,2041840X,Wiley Interdisciplinary Reviews: Energy and Environment,Hybrid,3760,2023
Wiley,25739468,Wiley Interdisciplinary Reviews: Forensic Science,Hybrid,3140,2023
Wiley,17577012,Wiley Interdisciplinary Reviews: RNA,Hybrid,4330,2023
Wiley,20491948,Wiley Interdisciplinary Reviews: Water,Hybrid,3810,2023
Wiley,17577799,WIREs Climate Change,Hybrid,4940,2023
Wiley,26929368,WIREs Mechanisms of Disease,Hybrid,4220,2023
Wiley,1467971X,World Englishes,Hybrid,3240,2023
Wiley,23728639,World Food Policy,Hybrid,3140,2023
Wiley,19484682,World Medical & Health Policy (Electronic),Hybrid,2630,2023
Wiley,2639541X,World Water Policy,Hybrid,3140,2023
Wiley,17416787,Worldviews on Evidence-Based Nursing,Hybrid,3300,2023
Wiley,1524475X,Wound Repair and Regeneration,Hybrid,3400,2023
Wiley,13993089,Xenotransplantation,Hybrid,4120,2023
Wiley,10974539,X-Ray Spectrometry,Hybrid,3760,2023
Wiley,10970061,Yeast,Hybrid,3660,2023
Wiley,15214001,ZAMM - Journal of Applied Mathematics and Mechanics,Hybrid,3140,2023
Wiley,15213749,Zeitschrift für anorganische und allgemeine Chemie,Hybrid,3660,2023
Wiley,10982361,Zoo Biology,Hybrid,3550,2023
Wiley,14636409,Zoologica Scripta,Hybrid,3710,2023
Wiley,18632378,Zoonoses and Public Health,Hybrid,4430,2023
Wiley,14679744,Zygon® Journal of Religion and Science,Hybrid,2630,2023
Sage,2330-5517,AATCC Journal of Research,hybrid,3500,2023
Sage,1536-0687,About Campus,hybrid,3000,2023
Sage,1925-3621,Academic Forensic Pathology,hybrid,3500,2023
Sage,1749-3374,Accounting History,hybrid,3000,2023
Sage,1600-0455,Acta Radiologica,hybrid,3750,2023
Sage,1502-3869,Acta Sociologica,hybrid,3250,2023
Sage,1741-2617,Action Research,hybrid,3250,2023
Sage,1741-2625,Active Learning in Higher Education,hybrid,3500,2023
Sage,1759-9873,Acupuncture in Medicine,hybrid,3750,2023
Sage,1741-2633,Adaptive Behavior,hybrid,3750,2023
Sage,2633-5603,ADCES in Practice,hybrid,3500,2023
Sage,1552-3039,Administration & Society,hybrid,3250,2023
Sage,1930-3815,Administrative Science Quarterly,hybrid,3500,2023
Sage,1740-469X,Adoption & Fostering,hybrid,3000,2023
Sage,1552-3047,Adult Education Quarterly,hybrid,3250,2023
Sage,2162-4070,Adult Learning,hybrid,3000,2023
Sage,1552-3055,Advances in Developing Human Resources,hybrid,3000,2023
Sage,2048-4011,Advances in Structural Engineering,hybrid,3750,2023
Sage,1552-3020,Affilia,hybrid,3250,2023
Sage,2321-0281,Agrarian South: The Journal of Political Economy,hybrid,3000,2023
Sage,2050-4551,Alexandria,hybrid,3000,2023
Sage,1174-1740,AlterNative,hybrid,3000,2023
Sage,2398-9084,Alternative Law Journal,hybrid,3000,2023
Sage,2163-3150,Alternatives,hybrid,3250,2023
Sage,2632-3559,Alternatives to Laboratory Animals,hybrid,3750,2023
Sage,1552-3381,American Behavioral Scientist,hybrid,3250,2023
Sage,2328-1235,American Economist,hybrid,3000,2023
Sage,1935-1011,American Educational Research Journal,hybrid,1000,2023
Sage,2374-7722,American Journal of Cosmetic Surgery,hybrid,3500,2023
Sage,1557-0878,American Journal of Evaluation,hybrid,3250,2023
Sage,2168-6602,American Journal of Health Promotion,hybrid,3750,2023
Sage,1938-2715,American Journal of Hospice and Palliative Medicine,hybrid,3750,2023
Sage,1559-8284,American Journal of Lifestyle Medicine,hybrid,3500,2023
Sage,1945-8932,American Journal of Rhinology & Allergy,hybrid,3750,2023
Sage,1552-3365,"American Journal of Sports Medicine, The",hybrid,4000,2023
Sage,1552-3373,American Politics Research,hybrid,3250,2023
Sage,1552-3357,"American Review of Public Administration, The",hybrid,3250,2023
Sage,1939-8271,American Sociological Review,hybrid,3250,2023
Sage,2515-4842,American String Teacher,hybrid,3000,2023
Sage,1555-9823,American Surgeon,hybrid,3750,2023
Sage,1448-0271,Anaesthesia and Intensive Care,hybrid,3750,2023
Sage,1940-1574,Angiology,hybrid,4000,2023
Sage,2163-6214,Anglican Theological Review,hybrid,3000,2023
Sage,1746-8485,Animation,hybrid,3000,2023
Sage,1758-1001,Annals of Clinical Biochemistry,hybrid,3750,2023
Sage,1943-572X,"Annals of Otology, Rhinology, and Laryngology",hybrid,3750,2023
Sage,1542-6270,Annals of Pharmacotherapy,hybrid,4000,2023
Sage,1552-3349,"ANNALS of the American Academy of Political and Social Science, The",hybrid,3250,2023
Sage,1872-969X,Annals of the ICRP,hybrid,3500,2023
Sage,2053-020X,"Anthropocene Review, The",hybrid,3500,2023
Sage,1741-2641,Anthropological Theory,hybrid,3250,2023
Sage,1930-7969,Antitrust Bulletin,hybrid,3000,2023
Sage,2456-3722,Antyajaa: Indian Journal of Women and Social Change,hybrid,3000,2023
Sage,1552-3497,Applied Psychological Measurement,hybrid,3250,2023
Sage,1943-3530,Applied Spectroscopy,hybrid,3750,2023
Sage,1573-6121,Archive for the Psychology of Religion,hybrid,3250,2023
Sage,1556-0848,Armed Forces & Society,hybrid,3250,2023
Sage,2517-2654,Arthaniti - Journal of Economic Theory and Practice,hybrid,3000,2023
Sage,1741-265X,Arts and Humanities in Higher Education,hybrid,3000,2023
Sage,2074-0131,Asia Pacific Journal of Rural Development,hybrid,3000,2023
Sage,0117-1968,Asian and Pacific Migration Journal,hybrid,3250,2023
Sage,1816-5370,Asian Cardiovascular and Thoracic Annals,hybrid,3500,2023
Sage,2057-892X,Asian Journal of Comparative Politics,hybrid,3000,2023
Sage,2348-2451,Asian Journal of Legal Education,hybrid,3000,2023
Sage,0973-0621,Asian Journal of Management Cases,hybrid,3000,2023
Sage,2321-0729,Asia-Pacific Journal of Management Research and Innovation,hybrid,3000,2023
Sage,1941-2479,Asia-Pacific Journal of Public Health,hybrid,1875,2023
Sage,1552-3489,Assessment,hybrid,3500,2023
Sage,1938-7458,Assessment for Effective Intervention,hybrid,3000,2023
Sage,1839-5961,Australasian Journal of Early Childhood,hybrid,3250,2023
Sage,1839-3349,Australasian Marketing Journal,hybrid,3000,2023
Sage,1440-1665,Australasian Psychiatry,hybrid,3750,2023
Sage,1440-1614,Australian and New Zealand Journal of Psychiatry,hybrid,4000,2023
Sage,2200-6974,Australian Journal of Career Development,hybrid,3000,2023
Sage,2050-5884,Australian Journal of Education,hybrid,3250,2023
Sage,1327-2020,Australian Journal of Management,hybrid,3250,2023
Sage,1461-7005,Autism,hybrid,3500,2023
Sage,1758-1567,Avian Biology Research,hybrid,3750,2023
Sage,1552-4167,Behavior Modification,hybrid,3250,2023
Sage,2163-5307,Behavioral Disorders,hybrid,3250,2023
Sage,2163-5323,Beyond Behavior,hybrid,3000,2023
Sage,2051-6789,"Bible Translator, The",hybrid,3000,2023
Sage,1945-7596,Biblical Theology Bulletin,hybrid,3000,2023
Sage,1552-4175,Biological Research For Nursing,hybrid,3750,2023
Sage,0976-352X,Bioscope: South Asian Screen Studies,hybrid,3000,2023
Sage,2070-2779,BMS - Bulletin de Methodologie Sociologique,hybrid,3000,2023
Sage,1460-3632,Body & Society,hybrid,3250,2023
Sage,2059-9773,British Journal of Music Therapy,hybrid,3000,2023
Sage,1477-6006,"British Journal of Occupational Therapy, The",hybrid,3750,2023
Sage,2049-4645,British Journal of Pain,hybrid,3500,2023
Sage,1467-856X,British Journal of Politics and International Relations,hybrid,3250,2023
Sage,1744-5809,British Journal of Visual Impairment,hybrid,3000,2023
Sage,2059-8025,Building Acoustics,hybrid,3500,2023
Sage,1477-0849,Building Services Engineering Research and Technology,hybrid,3750,2023
Sage,1552-4183,"Bulletin of Science, Technology & Society",hybrid,3000,2023
Sage,1552-4205,Business & Society,hybrid,3500,2023
Sage,2329-4922,Business and Professional Communication Quarterly,hybrid,3000,2023
Sage,1741-6450,Business Information Review,hybrid,3000,2023
Sage,2394-9937,Business Perspectives & Research,hybrid,3000,2023
Sage,2054-4715,Cahiers Élisabéthains,hybrid,3000,2023
Sage,2456-6462,Calcutta Statistical Association Bulletin,hybrid,3000,2023
Sage,2162-8564,California Management Review,hybrid,3500,2023
Sage,1488-2361,Canadian Association of Radiologists Journal,hybrid,3750,2023
Sage,1705-7051,Canadian Journal of Nursing Research,hybrid,3500,2023
Sage,1911-9828,Canadian Journal of Occupational Therapy,hybrid,3750,2023
Sage,1497-0015,Canadian Journal of Psychiatry,hybrid,4000,2023
Sage,2154-3984,Canadian Journal of School Psychology,hybrid,3250,2023
Sage,1913-701X,Canadian Pharmacists Journal,hybrid,3500,2023
Sage,2041-0980,Capital and Class,hybrid,3000,2023
Sage,2165-1442,Career Development and Transition for Exceptional Individuals,hybrid,3250,2023
Sage,1478-2421,Cellular Polymers,hybrid,3750,2023
Sage,1477-0865,Child Language Teaching and Therapy,hybrid,3250,2023
Sage,1552-6119,Child Maltreatment,hybrid,3250,2023
Sage,1461-7013,Childhood,hybrid,3250,2023
Sage,1741-590X,China Information,hybrid,3250,2023
Sage,0973-063X,China Report,hybrid,3000,2023
Sage,2057-1518,Chinese Journal of Sociology,hybrid,3000,2023
Sage,2573-1483,Chinese Public Administration Review,hybrid,3000,2023
Sage,2378-525X,Christian Education Journal,hybrid,3000,2023
Sage,1745-9206,Chronic Illness,hybrid,3750,2023
Sage,2047-1734,"Citizenship, Social and Economics Education",hybrid,3000,2023
Sage,1540-6040,City & Community,hybrid,3000,2023
Sage,1530-812X,Clin-Alert,hybrid,3500,2023
Sage,1552-3802,Clinical Case Studies,hybrid,3250,2023
Sage,1461-7021,Clinical Child Psychology and Psychiatry,hybrid,3250,2023
Sage,2169-5202,Clinical EEG and Neuroscience,hybrid,3750,2023
Sage,1758-101X,Clinical Ethics,hybrid,3500,2023
Sage,1552-3799,Clinical Nursing Research,hybrid,3750,2023
Sage,1938-2707,Clinical Pediatrics,hybrid,3750,2023
Sage,2167-7034,Clinical Psychological Science,hybrid,3500,2023
Sage,1477-0873,Clinical Rehabilitation,hybrid,4000,2023
Sage,1740-7753,Clinical Trials,hybrid,3750,2023
Sage,1940-2473,Clothing and Textiles Research Journal,hybrid,3250,2023
Sage,2634-9817,Coastal Studies & Society,hybrid,3000,2023
Sage,1550-1906,Collections,hybrid,3000,2023
Sage,1740-5556,Common Law World Review,hybrid,3000,2023
Sage,2167-4809,Communication and Sport,hybrid,3250,2023
Sage,2057-0481,Communication and the Public,hybrid,3000,2023
Sage,1538-4837,Communication Disorders Quarterly,hybrid,3250,2023
Sage,1552-3810,Communication Research,hybrid,3500,2023
Sage,1940-2325,Community College Review,hybrid,3000,2023
Sage,1541-3519,Community Health Equity Research & Policy,hybrid,3500,2023
Sage,1552-3829,Comparative Political Studies,hybrid,3500,2023
Sage,1552-3837,Compensation & Benefits Review,hybrid,3000,2023
Sage,1477-2221,Competition and Change,hybrid,3250,2023
Sage,2399-2956,Competition and Regulation in Network Industries,hybrid,3000,2023
Sage,1531-2003,Concurrent Engineering,hybrid,3750,2023
Sage,1549-9219,Conflict Management and Peace Science,hybrid,3250,2023
Sage,2163-1808,Contemporary Drug Problems,hybrid,3000,2023
Sage,2249-5320,Contemporary Education Dialogue,hybrid,3000,2023
Sage,1463-9491,Contemporary Issues in Early Childhood,hybrid,3000,2023
Sage,2349-0055,Contemporary Review of the Middle East,hybrid,3000,2023
Sage,1939-8638,Contemporary Sociology: A Journal of Reviews,hybrid,3250,2023
Sage,2456-0502,Contemporary Voice of Dalit,hybrid,3000,2023
Sage,1537-6052,Contexts,hybrid,3250,2023
Sage,0973-0648,Contributions to Indian Sociology,hybrid,3250,2023
Sage,1748-7382,Convergence,hybrid,3250,2023
Sage,1460-3691,Cooperation and Conflict,hybrid,3250,2023
Sage,1938-9663,Cornell Hospitality Quarterly,hybrid,3250,2023
Sage,1552-3861,"Counseling Psychologist, The",hybrid,3250,2023
Sage,1943-3883,Craniomaxillofacial Trauma & Reconstruction,hybrid,3500,2023
Sage,1552-387X,Crime & Delinquency,hybrid,3250,2023
Sage,1741-6604,Crime Media Culture,hybrid,3250,2023
Sage,1552-3594,Criminal Justice and Behavior,hybrid,3250,2023
Sage,1552-3586,Criminal Justice Policy Review,hybrid,3000,2023
Sage,1556-3839,Criminal Justice Review,hybrid,3000,2023
Sage,1748-8966,Criminology & Criminal Justice,hybrid,3250,2023
Sage,2050-3040,Critical Research on Religion,hybrid,3000,2023
Sage,1461-703X,Critical Social Policy,hybrid,3250,2023
Sage,1569-1632,Critical Sociology,hybrid,3250,2023
Sage,1749-6039,Critical Studies in Television,hybrid,3000,2023
Sage,1460-3721,Critique of Anthropology,hybrid,3250,2023
Sage,1552-3578,Cross-Cultural Research,hybrid,3250,2023
Sage,1461-7048,Cultural Dynamics,hybrid,3000,2023
Sage,1477-0881,Cultural Geographies,hybrid,3250,2023
Sage,1749-9763,Cultural Sociology,hybrid,3250,2023
Sage,1552-356X,Cultural Studies <=> Critical Methodologies,hybrid,3250,2023
Sage,1461-7056,Culture & Psychology,hybrid,3250,2023
Sage,1467-8721,Current Directions in Psychological Science,hybrid,3500,2023
Sage,1461-7064,Current Sociology,hybrid,3250,2023
Sage,1745-5200,Currents in Biblical Research,hybrid,3000,2023
Sage,1741-2684,Dementia,hybrid,3250,2023
Sage,2516-1040,Developmental Child Welfare,hybrid,3000,2023
Sage,2043-8214,Dialogues in Human Geography,hybrid,3500,2023
Sage,2754-1258,Dialogues in Urban Research,hybrid,3000,2023
Sage,1750-4821,Discourse & Communication,hybrid,3250,2023
Sage,1460-3624,Discourse & Society,hybrid,3250,2023
Sage,1461-7080,Discourse Studies,hybrid,3250,2023
Sage,2753-8702,"DIY, Alternative Cultures, and Society",hybrid,3000,2023
Sage,2397-3498,Downside Review,hybrid,3000,2023
Sage,2157-1430,Dramatherapy,hybrid,3000,2023
Sage,2050-3245,"Drug Science, Policy and Law",hybrid,3500,2023
Sage,1944-8201,Earthquake Spectra,hybrid,4000,2023
Sage,1533-8371,East European Politics and Societies,hybrid,3250,2023
Sage,1461-7099,Economic and Industrial Democracy,hybrid,3250,2023
Sage,1552-3543,Economic Development Quarterly,hybrid,3250,2023
Sage,1552-3535,Education and Urban Society,hybrid,3250,2023
Sage,1746-1987,"Education, Citizenship and Social Justice",hybrid,3000,2023
Sage,1552-3519,Educational Administration Quarterly,hybrid,3500,2023
Sage,1552-3888,Educational and Psychological Measurement,hybrid,3250,2023
Sage,1935-1062,Educational Evaluation and Policy Analysis,hybrid,1000,2023
Sage,1741-1440,Educational Management Administration & Leadership,hybrid,3500,2023
Sage,1552-3896,Educational Policy,hybrid,3250,2023
Sage,1935-102X,Educational Researcher,hybrid,1000,2023
Sage,2042-7530,E-Learning and Digital Media,hybrid,3000,2023
Sage,1931-244X,Electronic News,hybrid,3000,2023
Sage,2167-6984,Emerging Adulthood,hybrid,3250,2023
Sage,2454-2148,Emerging Economy Studies (formerly titled Emerging Management Ideas),hybrid,3000,2023
Sage,1754-0747,Emotion Review,hybrid,3500,2023
Sage,1541-4493,Empirical Studies of the Arts,hybrid,3250,2023
Sage,2048-4070,Energy & Environment,hybrid,3250,2023
Sage,2515-1274,Entrepreneurship Education and Pedagogy,hybrid,3000,2023
Sage,1540-6520,"Entrepreneurship, Theory & Practice",hybrid,3500,2023
Sage,1552-390X,Environment and Behavior,hybrid,3500,2023
Sage,1472-3409,Environment and Planning A,hybrid,3500,2023
Sage,2399-8091,Environment and Planning B,hybrid,3250,2023
Sage,2399-6552,Environment and Planning C,hybrid,3250,2023
Sage,1472-3433,Environment and Planning D,hybrid,3500,2023
Sage,2514-8494,Environment and Planning E,hybrid,3000,2023
Sage,2634-9825,Environment and Planning F,hybrid,3000,2023
Sage,2753-8796,Environment and Security,hybrid,3000,2023
Sage,1746-0301,Environment and Urbanization,hybrid,3250,2023
Sage,0976-3546,Environment and Urbanization Asia,hybrid,3000,2023
Sage,1740-5564,Environmental Law Review,hybrid,3000,2023
Sage,2752-6461,Equity in Education & Society,hybrid,3000,2023
Sage,2169-5083,Ergonomics in Design: The Quarterly of Human Factors Applications,hybrid,1500,2023
Sage,1741-2706,Ethnicities,hybrid,3250,2023
Sage,1741-2714,Ethnography,hybrid,3250,2023
Sage,1474-9041,European Educational Research Journal,hybrid,3250,2023
Sage,1461-7110,European History Quarterly,hybrid,3250,2023
Sage,1460-3705,European Journal of Communication,hybrid,3250,2023
Sage,1741-2609,European Journal of Criminology,hybrid,3250,2023
Sage,1460-3551,European Journal of Cultural Studies,hybrid,3250,2023
Sage,1461-7129,European Journal of Industrial Relations,hybrid,3250,2023
Sage,1460-3713,European Journal of International Relations,hybrid,3500,2023
Sage,1751-6838,European Journal of Mass Spectrometry,hybrid,3750,2023
Sage,1724-6016,European Journal of Ophthalmology,hybrid,3750,2023
Sage,1099-0984,European Journal of Personality,hybrid,3500,2023
Sage,1741-2730,European Journal of Political Theory,hybrid,3000,2023
Sage,2066-2203,European Journal of Probation,hybrid,3000,2023
